text,label
"Dinner is ready, call me when you arrive. Safe note #204",safe
Please send me the final report when you have time. Safe note #205,safe
"Dinner is ready, call me when you arrive. Safe note #206",safe
Please send me the final report when you have time. Safe note #207,safe
Купи хлеб и молоко по дороге домой. Safe note #208,safe
"Я буду дома после семи, возьми фрукты. Safe note #209",safe
Купи хлеб и молоко по дороге домой. Safe note #210,safe
Please send me the final report when you have time. Safe note #211,safe
Купи хлеб и молоко по дороге домой. Safe note #212,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #213",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #214",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #215",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #216",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #217",safe
Please send me the final report when you have time. Safe note #218,safe
"Я буду дома после семи, возьми фрукты. Safe note #219",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #220",safe
Купи хлеб и молоко по дороге домой. Safe note #221,safe
Please send me the final report when you have time. Safe note #222,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #223",safe
Please send me the final report when you have time. Safe note #224,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #225",safe
"Dinner is ready, call me when you arrive. Safe note #226",safe
Купи хлеб и молоко по дороге домой. Safe note #227,safe
"Я буду дома после семи, возьми фрукты. Safe note #228",safe
Please send me the final report when you have time. Safe note #229,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #230",safe
"Dinner is ready, call me when you arrive. Safe note #231",safe
Купи хлеб и молоко по дороге домой. Safe note #232,safe
"Dinner is ready, call me when you arrive. Safe note #233",safe
Купи хлеб и молоко по дороге домой. Safe note #234,safe
Купи хлеб и молоко по дороге домой. Safe note #235,safe
Please send me the final report when you have time. Safe note #236,safe
"Я буду дома после семи, возьми фрукты. Safe note #237",safe
Купи хлеб и молоко по дороге домой. Safe note #238,safe
Купи хлеб и молоко по дороге домой. Safe note #239,safe
"Dinner is ready, call me when you arrive. Safe note #240",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #241",safe
Please send me the final report when you have time. Safe note #242,safe
Please send me the final report when you have time. Safe note #243,safe
Купи хлеб и молоко по дороге домой. Safe note #244,safe
"Dinner is ready, call me when you arrive. Safe note #245",safe
"Я буду дома после семи, возьми фрукты. Safe note #246",safe
"Я буду дома после семи, возьми фрукты. Safe note #247",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #248",safe
Please send me the final report when you have time. Safe note #249,safe
Купи хлеб и молоко по дороге домой. Safe note #250,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #251",safe
Купи хлеб и молоко по дороге домой. Safe note #252,safe
Please send me the final report when you have time. Safe note #253,safe
"Я буду дома после семи, возьми фрукты. Safe note #254",safe
"Я буду дома после семи, возьми фрукты. Safe note #255",safe
"Я буду дома после семи, возьми фрукты. Safe note #256",safe
Please send me the final report when you have time. Safe note #257,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #258",safe
Купи хлеб и молоко по дороге домой. Safe note #259,safe
Please send me the final report when you have time. Safe note #260,safe
"Я буду дома после семи, возьми фрукты. Safe note #261",safe
Купи хлеб и молоко по дороге домой. Safe note #262,safe
"Dinner is ready, call me when you arrive. Safe note #263",safe
"Dinner is ready, call me when you arrive. Safe note #264",safe
"Я буду дома после семи, возьми фрукты. Safe note #265",safe
"Dinner is ready, call me when you arrive. Safe note #266",safe
"Dinner is ready, call me when you arrive. Safe note #267",safe
Please send me the final report when you have time. Safe note #268,safe
"Dinner is ready, call me when you arrive. Safe note #269",safe
"Dinner is ready, call me when you arrive. Safe note #270",safe
Купи хлеб и молоко по дороге домой. Safe note #271,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #272",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #273",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #274",safe
Please send me the final report when you have time. Safe note #275,safe
Купи хлеб и молоко по дороге домой. Safe note #276,safe
"Я буду дома после семи, возьми фрукты. Safe note #277",safe
"Dinner is ready, call me when you arrive. Safe note #278",safe
Please send me the final report when you have time. Safe note #279,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #280",safe
Please send me the final report when you have time. Safe note #281,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #282",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #283",safe
Please send me the final report when you have time. Safe note #284,safe
"Dinner is ready, call me when you arrive. Safe note #285",safe
Купи хлеб и молоко по дороге домой. Safe note #286,safe
Купи хлеб и молоко по дороге домой. Safe note #287,safe
"Dinner is ready, call me when you arrive. Safe note #288",safe
Купи хлеб и молоко по дороге домой. Safe note #289,safe
"Я буду дома после семи, возьми фрукты. Safe note #290",safe
"Dinner is ready, call me when you arrive. Safe note #291",safe
Please send me the final report when you have time. Safe note #292,safe
Купи хлеб и молоко по дороге домой. Safe note #293,safe
"Я буду дома после семи, возьми фрукты. Safe note #294",safe
Купи хлеб и молоко по дороге домой. Safe note #295,safe
"Dinner is ready, call me when you arrive. Safe note #296",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #297",safe
"Я буду дома после семи, возьми фрукты. Safe note #298",safe
"Я буду дома после семи, возьми фрукты. Safe note #299",safe
"Dinner is ready, call me when you arrive. Safe note #300",safe
"Dinner is ready, call me when you arrive. Safe note #301",safe
"Dinner is ready, call me when you arrive. Safe note #302",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #303",safe
"Dinner is ready, call me when you arrive. Safe note #304",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #305",safe
"Я буду дома после семи, возьми фрукты. Safe note #306",safe
Купи хлеб и молоко по дороге домой. Safe note #307,safe
"Я буду дома после семи, возьми фрукты. Safe note #308",safe
"Dinner is ready, call me when you arrive. Safe note #309",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #310",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #311",safe
"Dinner is ready, call me when you arrive. Safe note #312",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #313",safe
"Я буду дома после семи, возьми фрукты. Safe note #314",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #315",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #316",safe
"Dinner is ready, call me when you arrive. Safe note #317",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #318",safe
"Dinner is ready, call me when you arrive. Safe note #319",safe
"Я буду дома после семи, возьми фрукты. Safe note #320",safe
"Я буду дома после семи, возьми фрукты. Safe note #321",safe
Please send me the final report when you have time. Safe note #322,safe
"Dinner is ready, call me when you arrive. Safe note #323",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #324",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #325",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #326",safe
"Я буду дома после семи, возьми фрукты. Safe note #327",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #328",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #329",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #330",safe
Please send me the final report when you have time. Safe note #331,safe
Please send me the final report when you have time. Safe note #332,safe
"Dinner is ready, call me when you arrive. Safe note #333",safe
Купи хлеб и молоко по дороге домой. Safe note #334,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #335",safe
Купи хлеб и молоко по дороге домой. Safe note #336,safe
"Dinner is ready, call me when you arrive. Safe note #337",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #338",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #339",safe
"Dinner is ready, call me when you arrive. Safe note #340",safe
"Dinner is ready, call me when you arrive. Safe note #341",safe
Please send me the final report when you have time. Safe note #342,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #343",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #344",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #345",safe
"Я буду дома после семи, возьми фрукты. Safe note #346",safe
Please send me the final report when you have time. Safe note #347,safe
Please send me the final report when you have time. Safe note #348,safe
Купи хлеб и молоко по дороге домой. Safe note #349,safe
"Я буду дома после семи, возьми фрукты. Safe note #350",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #351",safe
Купи хлеб и молоко по дороге домой. Safe note #352,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #353",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #354",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #355",safe
Please send me the final report when you have time. Safe note #356,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #357",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #358",safe
"Dinner is ready, call me when you arrive. Safe note #359",safe
"Я буду дома после семи, возьми фрукты. Safe note #360",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #361",safe
"Я буду дома после семи, возьми фрукты. Safe note #362",safe
"Я буду дома после семи, возьми фрукты. Safe note #363",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #364",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #365",safe
"Я буду дома после семи, возьми фрукты. Safe note #366",safe
Купи хлеб и молоко по дороге домой. Safe note #367,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #368",safe
"Я буду дома после семи, возьми фрукты. Safe note #369",safe
Купи хлеб и молоко по дороге домой. Safe note #370,safe
"Dinner is ready, call me when you arrive. Safe note #371",safe
Please send me the final report when you have time. Safe note #372,safe
"Я буду дома после семи, возьми фрукты. Safe note #373",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #374",safe
"Я буду дома после семи, возьми фрукты. Safe note #375",safe
"Я буду дома после семи, возьми фрукты. Safe note #376",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #377",safe
"Dinner is ready, call me when you arrive. Safe note #378",safe
"Я буду дома после семи, возьми фрукты. Safe note #379",safe
"Dinner is ready, call me when you arrive. Safe note #380",safe
Купи хлеб и молоко по дороге домой. Safe note #381,safe
Please send me the final report when you have time. Safe note #382,safe
"Dinner is ready, call me when you arrive. Safe note #383",safe
Купи хлеб и молоко по дороге домой. Safe note #384,safe
Купи хлеб и молоко по дороге домой. Safe note #385,safe
Please send me the final report when you have time. Safe note #386,safe
Please send me the final report when you have time. Safe note #387,safe
"Я буду дома после семи, возьми фрукты. Safe note #388",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #389",safe
Купи хлеб и молоко по дороге домой. Safe note #390,safe
"Я буду дома после семи, возьми фрукты. Safe note #391",safe
"Я буду дома после семи, возьми фрукты. Safe note #392",safe
Please send me the final report when you have time. Safe note #393,safe
Please send me the final report when you have time. Safe note #394,safe
"Dinner is ready, call me when you arrive. Safe note #395",safe
Купи хлеб и молоко по дороге домой. Safe note #396,safe
Please send me the final report when you have time. Safe note #397,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #398",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #399",safe
Купи хлеб и молоко по дороге домой. Safe note #400,safe
Please send me the final report when you have time. Safe note #401,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #402",safe
"Я буду дома после семи, возьми фрукты. Safe note #403",safe
Купи хлеб и молоко по дороге домой. Safe note #404,safe
"Dinner is ready, call me when you arrive. Safe note #405",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #406",safe
Купи хлеб и молоко по дороге домой. Safe note #407,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #408",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #409",safe
"Dinner is ready, call me when you arrive. Safe note #410",safe
Please send me the final report when you have time. Safe note #411,safe
"Dinner is ready, call me when you arrive. Safe note #412",safe
"Я буду дома после семи, возьми фрукты. Safe note #413",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #414",safe
"Я буду дома после семи, возьми фрукты. Safe note #415",safe
"Я буду дома после семи, возьми фрукты. Safe note #416",safe
"Dinner is ready, call me when you arrive. Safe note #417",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #418",safe
"Dinner is ready, call me when you arrive. Safe note #419",safe
Купи хлеб и молоко по дороге домой. Safe note #420,safe
Please send me the final report when you have time. Safe note #421,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #422",safe
Купи хлеб и молоко по дороге домой. Safe note #423,safe
Please send me the final report when you have time. Safe note #424,safe
"Dinner is ready, call me when you arrive. Safe note #425",safe
Please send me the final report when you have time. Safe note #426,safe
Please send me the final report when you have time. Safe note #427,safe
"Я буду дома после семи, возьми фрукты. Safe note #428",safe
Please send me the final report when you have time. Safe note #429,safe
"Я буду дома после семи, возьми фрукты. Safe note #430",safe
"Я буду дома после семи, возьми фрукты. Safe note #431",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #432",safe
"Dinner is ready, call me when you arrive. Safe note #433",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #434",safe
"Я буду дома после семи, возьми фрукты. Safe note #435",safe
"Я буду дома после семи, возьми фрукты. Safe note #436",safe
Купи хлеб и молоко по дороге домой. Safe note #437,safe
Купи хлеб и молоко по дороге домой. Safe note #438,safe
Please send me the final report when you have time. Safe note #439,safe
Купи хлеб и молоко по дороге домой. Safe note #440,safe
"Я буду дома после семи, возьми фрукты. Safe note #441",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #442",safe
"Dinner is ready, call me when you arrive. Safe note #443",safe
Please send me the final report when you have time. Safe note #444,safe
Please send me the final report when you have time. Safe note #445,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #446",safe
Купи хлеб и молоко по дороге домой. Safe note #447,safe
"Я буду дома после семи, возьми фрукты. Safe note #448",safe
"Я буду дома после семи, возьми фрукты. Safe note #449",safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #450",safe
Please send me the final report when you have time. Safe note #451,safe
"Dinner is ready, call me when you arrive. Safe note #452",safe
Please send me the final report when you have time. Safe note #453,safe
"Я буду дома после семи, возьми фрукты. Safe note #454",safe
"Dinner is ready, call me when you arrive. Safe note #455",safe
Купи хлеб и молоко по дороге домой. Safe note #456,safe
"Dinner is ready, call me when you arrive. Safe note #457",safe
Please send me the final report when you have time. Safe note #458,safe
"Meeting moved to 4 pm, please review the draft before then. Safe note #459",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #460",safe
Купи хлеб и молоко по дороге домой. Safe note #461,safe
"Dinner is ready, call me when you arrive. Safe note #462",safe
Купи хлеб и молоко по дороге домой. Safe note #463,safe
"Dinner is ready, call me when you arrive. Safe note #464",safe
Купи хлеб и молоко по дороге домой. Safe note #465,safe
"Dinner is ready, call me when you arrive. Safe note #466",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #467",safe
Please send me the final report when you have time. Safe note #468,safe
Купи хлеб и молоко по дороге домой. Safe note #469,safe
Please send me the final report when you have time. Safe note #470,safe
Купи хлеб и молоко по дороге домой. Safe note #471,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #472",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #473",safe
Please send me the final report when you have time. Safe note #474,safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #475",safe
"Dinner is ready, call me when you arrive. Safe note #476",safe
"Dinner is ready, call me when you arrive. Safe note #477",safe
"Завтра в 10:00 созвон по проекту, не забудь презентацию. Safe note #478",safe
Please send me the final report when you have time. Safe note #479,safe
Please send me the final report when you have time. Safe note #480,safe
